role,company,city,experience,education,salary,salary_lpa,skills,primary_skill,posted_days_ago,quarter,growth_rate,demand_score
ML Engineer,WNS Global,Bangalore,Fresher (0-1 yr),BCA,738211,7.4,CI/CD|MLOps|Python|PyTorch|Docker,CI/CD,5,Q2 2026,35,96
BI Developer,PhonePe,Pune,Fresher (0-1 yr),MSc,429875,4.3,SSRS|Tableau|Power BI,SSRS,67,Q2 2026,15,80
QA Engineer,EXL Service,Pune,Mid (3-5 yrs),B.Tech,746789,7.5,Git|Manual Testing|SQL|Selenium|Python,Git,100,Q1 2026,10,72
Data Scientist,EXL Service,Noida,Fresher (0-1 yr),MSc,472023,4.7,Python|SQL|Machine Learning,Python,148,Q1 2026,28,95
Data Engineer,CRED,Mumbai,Mid (3-5 yrs),B.Tech,1320697,13.2,Spark|Airflow|Python|AWS|SQL,Spark,107,Q1 2026,30,93
Product Analyst,EXL Service,Chennai,Fresher (0-1 yr),MSc,389280,3.9,Google Analytics|SQL|Mixpanel,Google Analytics,1,Q2 2026,20,85
Data Engineer,Deloitte,Noida,Mid (3-5 yrs),MCA,946910,9.5,AWS|SQL|Python|Hadoop,AWS,178,Q4 2025,30,93
Data Engineer,Fractal Analytics,Mumbai,Fresher (0-1 yr),B.Tech,539420,5.4,Airflow|Spark|Hadoop|AWS|Python,Airflow,28,Q2 2026,30,93
Data Scientist,Paytm,Mumbai,Senior (5+ yrs),M.Tech,1683718,16.8,Scikit-learn|TensorFlow|Machine Learning,Scikit-learn,16,Q2 2026,28,95
QA Engineer,Swiggy,Noida,Fresher (0-1 yr),MBA,273942,2.7,API Testing|Git|Python|JIRA,API Testing,59,Q2 2026,10,72
Data Engineer,EXL Service,Hyderabad,Junior (1-3 yrs),MSc,806647,8.1,Python|Kafka|SQL,Python,177,Q4 2025,30,93
QA Engineer,Swiggy,Mumbai,Mid (3-5 yrs),B.Tech,729588,7.3,Manual Testing|API Testing|Selenium|Git,Manual Testing,162,Q1 2026,10,72
Python Developer,Fractal Analytics,Pune,Fresher (0-1 yr),B.Tech,481506,4.8,Python|AWS|REST APIs|FastAPI,Python,148,Q1 2026,24,89
AI/ML Researcher,Hexaware,Pune,Mid (3-5 yrs),BCA,1600086,16.0,LLMs|Python|Deep Learning,LLMs,114,Q1 2026,42,98
Product Analyst,TCS,Bangalore,Senior (5+ yrs),MCA,1396126,14.0,Excel|Power BI|SQL|Google Analytics,Excel,12,Q2 2026,20,85
Data Scientist,Zomato,Hyderabad,Fresher (0-1 yr),BSc,524384,5.2,Deep Learning|Machine Learning|SQL,Deep Learning,38,Q2 2026,28,95
Data Engineer,Flipkart,Pune,Junior (1-3 yrs),BSc,678556,6.8,AWS|Hadoop|ETL|Spark,AWS,7,Q2 2026,30,93
QA Engineer,Tech Mahindra,Bangalore,Junior (1-3 yrs),BSc,489907,4.9,JIRA|API Testing|Python|Manual Testing|Git,JIRA,70,Q2 2026,10,72
Data Analyst,Infosys,Hyderabad,Junior (1-3 yrs),BCA,475116,4.8,SQL|Tableau|Statistics|Excel|R,SQL,43,Q2 2026,22,92
Product Analyst,Tech Mahindra,Hyderabad,Fresher (0-1 yr),B.Tech,436871,4.4,Python|SQL|Mixpanel|Excel|A/B Testing,Python,14,Q2 2026,20,85
QA Engineer,Flipkart,Noida,Fresher (0-1 yr),MBA,286256,2.9,JIRA|Python|Git|Manual Testing,JIRA,161,Q1 2026,10,72
QA Engineer,Amazon India,Pune,Senior (5+ yrs),BSc,1046868,10.5,Selenium|Git|Python|SQL,Selenium,75,Q2 2026,10,72
BI Developer,Tech Mahindra,Gurgaon,Junior (1-3 yrs),BSc,585310,5.9,SQL|Tableau|Excel|Power BI,SQL,149,Q1 2026,15,80
Data Analyst,IBM India,Gurgaon,Junior (1-3 yrs),MCA,505204,5.1,Python|Statistics|Power BI,Python,145,Q1 2026,22,92
ML Engineer,Tiger Analytics,Noida,Fresher (0-1 yr),BCA,605305,6.1,CI/CD|Python|TensorFlow|PyTorch,CI/CD,62,Q2 2026,35,96
Python Developer,EXL Service,Bangalore,Senior (5+ yrs),MBA,1281573,12.8,Docker|FastAPI|Django,Docker,178,Q4 2025,24,89
Product Analyst,EXL Service,Bangalore,Fresher (0-1 yr),BCA,496021,5.0,Mixpanel|Power BI|Excel|SQL,Mixpanel,62,Q2 2026,20,85
BI Developer,Capgemini,Noida,Mid (3-5 yrs),BCA,782106,7.8,SQL|Power BI|DAX|Tableau|Azure,SQL,63,Q2 2026,15,80
Data Engineer,Tiger Analytics,Bangalore,Junior (1-3 yrs),MCA,864271,8.6,Spark|SQL|Airflow,Spark,9,Q2 2026,30,93
Python Developer,Paytm,Noida,Mid (3-5 yrs),BCA,828160,8.3,SQL|AWS|Python|Django,SQL,95,Q1 2026,24,89
Data Engineer,Razorpay,Pune,Senior (5+ yrs),MSc,1673967,16.7,Spark|SQL|Kafka|Python|ETL,Spark,47,Q2 2026,30,93
QA Engineer,Cognizant,Hyderabad,Senior (5+ yrs),BCA,1093198,10.9,Python|Selenium|Manual Testing|API Testing|Git,Python,18,Q2 2026,10,72
AI/ML Researcher,PhonePe,Chennai,Junior (1-3 yrs),MCA,1022046,10.2,LLMs|Generative AI|PyTorch,LLMs,151,Q1 2026,42,98
AI/ML Researcher,Fractal Analytics,Chennai,Mid (3-5 yrs),BCA,1380435,13.8,PyTorch|Research|Mathematics|Deep Learning|Python,PyTorch,82,Q1 2026,42,98
Product Analyst,Mphasis,Mumbai,Senior (5+ yrs),BCA,1419310,14.2,Google Analytics|Excel|Mixpanel|A/B Testing|Power BI,Google Analytics,47,Q2 2026,20,85
Python Developer,Infosys,Mumbai,Junior (1-3 yrs),MCA,648003,6.5,FastAPI|Python|SQL|AWS,FastAPI,155,Q1 2026,24,89
BI Developer,Accenture,Bangalore,Mid (3-5 yrs),BSc,875138,8.8,Azure|Excel|Power BI,Azure,39,Q2 2026,15,80
AI/ML Researcher,Infosys,Hyderabad,Fresher (0-1 yr),B.Tech,648505,6.5,LLMs|Python|Generative AI|PyTorch,LLMs,37,Q2 2026,42,98
BI Developer,Wipro,Mumbai,Senior (5+ yrs),MBA,1213122,12.1,SSRS|Azure|SQL|Power BI|Excel,SSRS,144,Q1 2026,15,80
Data Analyst,Infosys,Bangalore,Fresher (0-1 yr),MSc,427594,4.3,Excel|Power BI|Python|R|SQL,Excel,8,Q2 2026,22,92
Data Engineer,Mu Sigma,Pune,Junior (1-3 yrs),BSc,670582,6.7,AWS|SQL|Kafka|Hadoop,AWS,75,Q2 2026,30,93
AI/ML Researcher,Tiger Analytics,Bangalore,Mid (3-5 yrs),B.Tech,1952695,19.5,Deep Learning|Mathematics|LLMs|Research|Python,Deep Learning,145,Q1 2026,42,98
AI/ML Researcher,Flipkart,Kolkata,Mid (3-5 yrs),MSc,1470200,14.7,PyTorch|LLMs|Mathematics,PyTorch,158,Q1 2026,42,98
ML Engineer,PhonePe,Gurgaon,Senior (5+ yrs),MSc,1880188,18.8,Python|Kubernetes|PyTorch|MLOps|TensorFlow,Python,1,Q2 2026,35,96
Data Analyst,IBM India,Pune,Mid (3-5 yrs),B.Tech,726405,7.3,Statistics|Excel|Tableau|SQL,Statistics,134,Q1 2026,22,92
ML Engineer,Razorpay,Bangalore,Fresher (0-1 yr),MSc,803235,8.0,Docker|AWS|Python|PyTorch|TensorFlow,Docker,78,Q2 2026,35,96
ML Engineer,Cognizant,Bangalore,Junior (1-3 yrs),B.Tech,906477,9.1,MLOps|CI/CD|Kubernetes|Docker|PyTorch,MLOps,103,Q1 2026,35,96
Data Analyst,Razorpay,Bangalore,Junior (1-3 yrs),BSc,673753,6.7,SQL|Excel|Power BI,SQL,15,Q2 2026,22,92
Data Scientist,PhonePe,Bangalore,Mid (3-5 yrs),MCA,1073988,10.7,Statistics|PyTorch|Deep Learning,Statistics,159,Q1 2026,28,95
Product Analyst,LatentView,Pune,Fresher (0-1 yr),MCA,474222,4.7,Google Analytics|Python|Excel|Mixpanel|SQL,Google Analytics,48,Q2 2026,20,85
Data Scientist,Deloitte,Bangalore,Senior (5+ yrs),MBA,1602811,16.0,Deep Learning|Statistics|TensorFlow|PyTorch,Deep Learning,0,Q2 2026,28,95
Product Analyst,Infosys,Hyderabad,Junior (1-3 yrs),BCA,758054,7.6,Mixpanel|Python|Excel|Power BI,Mixpanel,16,Q2 2026,20,85
AI/ML Researcher,Tiger Analytics,Gurgaon,Mid (3-5 yrs),M.Tech,1687993,16.9,Python|PyTorch|Mathematics|Generative AI,Python,161,Q1 2026,42,98
Data Analyst,Zomato,Gurgaon,Senior (5+ yrs),MBA,908844,9.1,Excel|Tableau|Python,Excel,168,Q1 2026,22,92
Business Analyst,Microsoft India,Pune,Fresher (0-1 yr),MBA,392712,3.9,Excel|Power BI|SQL|Agile,Excel,142,Q1 2026,18,87
Product Analyst,Microsoft India,Hyderabad,Junior (1-3 yrs),BSc,781880,7.8,Excel|Mixpanel|SQL,Excel,82,Q1 2026,20,85
BI Developer,Capgemini,Hyderabad,Mid (3-5 yrs),BCA,824017,8.2,SSRS|DAX|SQL|Power BI,SSRS,101,Q1 2026,15,80
Data Analyst,Razorpay,Hyderabad,Fresher (0-1 yr),MBA,432522,4.3,Statistics|Python|SQL,Statistics,79,Q2 2026,22,92
Python Developer,Zomato,Bangalore,Junior (1-3 yrs),B.Tech,777257,7.8,FastAPI|Django|Python,FastAPI,138,Q1 2026,24,89
Data Analyst,Google India,Bangalore,Junior (1-3 yrs),MCA,586856,5.9,Tableau|SQL|Python|Power BI|Excel,Tableau,141,Q1 2026,22,92
Python Developer,Mu Sigma,Chennai,Senior (5+ yrs),BSc,1083787,10.8,AWS|SQL|Git,AWS,3,Q2 2026,24,89
Business Analyst,Paytm,Bangalore,Mid (3-5 yrs),B.Tech,838963,8.4,Power BI|Stakeholder Management|JIRA|Excel,Power BI,52,Q2 2026,18,87
Product Analyst,Flipkart,Bangalore,Fresher (0-1 yr),B.Tech,550889,5.5,A/B Testing|Google Analytics|Power BI,A/B Testing,67,Q2 2026,20,85
BI Developer,CRED,Hyderabad,Senior (5+ yrs),MSc,1122490,11.2,Tableau|Power BI|Excel|Azure,Tableau,10,Q2 2026,15,80
Data Engineer,Fractal Analytics,Bangalore,Mid (3-5 yrs),BCA,1197487,12.0,SQL|AWS|Kafka|Spark|ETL,SQL,20,Q2 2026,30,93
Data Analyst,Tech Mahindra,Mumbai,Mid (3-5 yrs),M.Tech,804049,8.0,SQL|Power BI|Statistics,SQL,70,Q2 2026,22,92
Data Engineer,Amazon India,Pune,Fresher (0-1 yr),M.Tech,521689,5.2,Spark|Kafka|Python,Spark,28,Q2 2026,30,93
Data Engineer,Deloitte,Hyderabad,Senior (5+ yrs),MSc,1726315,17.3,Spark|SQL|Python|ETL|Hadoop,Spark,153,Q1 2026,30,93
AI/ML Researcher,Razorpay,Mumbai,Junior (1-3 yrs),MBA,1365088,13.7,Research|LLMs|Mathematics|Generative AI,Research,178,Q4 2025,42,98
AI/ML Researcher,Zomato,Bangalore,Mid (3-5 yrs),BSc,1632420,16.3,Research|Deep Learning|Python,Research,113,Q1 2026,42,98
Product Analyst,LatentView,Bangalore,Fresher (0-1 yr),BCA,562237,5.6,Power BI|Excel|Python|Mixpanel|A/B Testing,Power BI,124,Q1 2026,20,85
BI Developer,Tech Mahindra,Kolkata,Senior (5+ yrs),MCA,1067069,10.7,DAX|SSRS|Excel,DAX,96,Q1 2026,15,80
AI/ML Researcher,Infosys,Hyderabad,Fresher (0-1 yr),M.Tech,788839,7.9,Research|PyTorch|LLMs,Research,4,Q2 2026,42,98
Business Analyst,Zomato,Hyderabad,Senior (5+ yrs),B.Tech,1388133,13.9,JIRA|Agile|Tableau,JIRA,12,Q2 2026,18,87
Python Developer,Google India,Noida,Fresher (0-1 yr),M.Tech,384629,3.8,REST APIs|AWS|Python|FastAPI,REST APIs,11,Q2 2026,24,89
Business Analyst,Mu Sigma,Pune,Fresher (0-1 yr),BSc,344709,3.4,Power BI|SQL|Agile|Stakeholder Management,Power BI,2,Q2 2026,18,87
BI Developer,PhonePe,Pune,Fresher (0-1 yr),MCA,433474,4.3,Azure|SSRS|SQL,Azure,163,Q1 2026,15,80
Data Analyst,Infosys,Hyderabad,Mid (3-5 yrs),MBA,753529,7.5,Tableau|Python|Excel,Tableau,94,Q1 2026,22,92
Data Engineer,Microsoft India,Mumbai,Fresher (0-1 yr),B.Tech,638108,6.4,Spark|Airflow|Python|Kafka|Hadoop,Spark,11,Q2 2026,30,93
Business Analyst,Microsoft India,Chennai,Senior (5+ yrs),M.Tech,1193645,11.9,Stakeholder Management|Power BI|Tableau|Agile,Stakeholder Management,161,Q1 2026,18,87
Data Engineer,Amazon India,Bangalore,Junior (1-3 yrs),BCA,737942,7.4,AWS|Kafka|Spark|Hadoop|SQL,AWS,131,Q1 2026,30,93
Data Analyst,Mu Sigma,Pune,Junior (1-3 yrs),BSc,590734,5.9,Statistics|Excel|Power BI|R|Tableau,Statistics,54,Q2 2026,22,92
Data Scientist,Deloitte,Noida,Mid (3-5 yrs),M.Tech,999611,10.0,Statistics|Scikit-learn|Machine Learning|TensorFlow,Statistics,175,Q4 2025,28,95
Python Developer,Paytm,Bangalore,Junior (1-3 yrs),MBA,757087,7.6,Git|REST APIs|Python|Django|AWS,Git,26,Q2 2026,24,89
BI Developer,Deloitte,Noida,Junior (1-3 yrs),B.Tech,568871,5.7,Power BI|DAX|Tableau|SQL,Power BI,107,Q1 2026,15,80
AI/ML Researcher,Tech Mahindra,Hyderabad,Fresher (0-1 yr),MSc,881556,8.8,LLMs|PyTorch|Mathematics,LLMs,6,Q2 2026,42,98
Data Analyst,Fractal Analytics,Chennai,Fresher (0-1 yr),M.Tech,281765,2.8,Tableau|R|SQL,Tableau,108,Q1 2026,22,92
ML Engineer,Flipkart,Bangalore,Fresher (0-1 yr),BCA,707504,7.1,Python|PyTorch|TensorFlow|Kubernetes,Python,65,Q2 2026,35,96
Python Developer,PhonePe,Bangalore,Junior (1-3 yrs),M.Tech,802757,8.0,SQL|Python|Docker|REST APIs|FastAPI,SQL,93,Q1 2026,24,89
Data Scientist,Amazon India,Mumbai,Mid (3-5 yrs),M.Tech,1267838,12.7,Python|Statistics|PyTorch|SQL|Deep Learning,Python,146,Q1 2026,28,95
AI/ML Researcher,Mu Sigma,Bangalore,Senior (5+ yrs),BSc,2531332,25.3,PyTorch|Generative AI|Research|LLMs|Mathematics,PyTorch,103,Q1 2026,42,98
Data Engineer,Google India,Hyderabad,Senior (5+ yrs),BCA,1343156,13.4,Airflow|Spark|Kafka,Airflow,155,Q1 2026,30,93
ML Engineer,Zomato,Pune,Junior (1-3 yrs),BCA,823409,8.2,Kubernetes|CI/CD|MLOps,Kubernetes,12,Q2 2026,35,96
Product Analyst,LatentView,Chennai,Mid (3-5 yrs),MSc,770060,7.7,Mixpanel|Excel|SQL|Power BI,Mixpanel,62,Q2 2026,20,85
BI Developer,HCL Technologies,Noida,Junior (1-3 yrs),MCA,601986,6.0,Excel|DAX|Tableau,Excel,125,Q1 2026,15,80
Data Scientist,WNS Global,Bangalore,Fresher (0-1 yr),BSc,569368,5.7,Deep Learning|Machine Learning|PyTorch|Scikit-learn|TensorFlow,Deep Learning,144,Q1 2026,28,95
AI/ML Researcher,Capgemini,Hyderabad,Fresher (0-1 yr),MSc,693502,6.9,Deep Learning|LLMs|Mathematics|PyTorch|Generative AI,Deep Learning,117,Q1 2026,42,98
Python Developer,Mu Sigma,Noida,Fresher (0-1 yr),MCA,495374,5.0,AWS|Django|SQL|Git,AWS,57,Q2 2026,24,89
Product Analyst,Mu Sigma,Noida,Fresher (0-1 yr),MCA,347681,3.5,Excel|Python|SQL,Excel,147,Q1 2026,20,85
Data Analyst,Infosys,Mumbai,Fresher (0-1 yr),BCA,471600,4.7,Python|R|Statistics,Python,71,Q2 2026,22,92
Data Scientist,Deloitte,Bangalore,Junior (1-3 yrs),B.Tech,949939,9.5,Statistics|TensorFlow|Python|SQL|Deep Learning,Statistics,82,Q1 2026,28,95
BI Developer,Capgemini,Bangalore,Mid (3-5 yrs),MCA,1009438,10.1,Power BI|Tableau|DAX|SSRS,Power BI,145,Q1 2026,15,80
QA Engineer,Accenture,Pune,Junior (1-3 yrs),MCA,433401,4.3,Selenium|Git|Manual Testing,Selenium,72,Q2 2026,10,72
AI/ML Researcher,Tech Mahindra,Bangalore,Fresher (0-1 yr),MSc,703032,7.0,Research|Mathematics|Deep Learning|PyTorch,Research,126,Q1 2026,42,98
ML Engineer,Accenture,Hyderabad,Senior (5+ yrs),M.Tech,1984052,19.8,Python|MLOps|AWS|PyTorch|Kubernetes,Python,7,Q2 2026,35,96
AI/ML Researcher,Accenture,Hyderabad,Junior (1-3 yrs),B.Tech,1247010,12.5,Generative AI|Python|LLMs,Generative AI,157,Q1 2026,42,98
Python Developer,Genpact,Pune,Junior (1-3 yrs),BSc,695669,7.0,Django|Docker|Python|REST APIs,Django,76,Q2 2026,24,89
Product Analyst,Razorpay,Bangalore,Junior (1-3 yrs),BSc,645838,6.5,Mixpanel|Google Analytics|Excel|Power BI|A/B Testing,Mixpanel,42,Q2 2026,20,85
ML Engineer,Microsoft India,Hyderabad,Junior (1-3 yrs),B.Tech,1029058,10.3,PyTorch|Python|AWS|TensorFlow,PyTorch,180,Q4 2025,35,96
ML Engineer,Fractal Analytics,Noida,Senior (5+ yrs),BSc,1812699,18.1,Docker|MLOps|Kubernetes|Python,Docker,72,Q2 2026,35,96
Data Engineer,Paytm,Bangalore,Junior (1-3 yrs),BCA,914526,9.1,SQL|AWS|ETL,SQL,150,Q1 2026,30,93
QA Engineer,Razorpay,Pune,Mid (3-5 yrs),MSc,699106,7.0,SQL|JIRA|API Testing|Selenium|Python,SQL,153,Q1 2026,10,72
AI/ML Researcher,TCS,Hyderabad,Junior (1-3 yrs),BCA,1251511,12.5,Mathematics|LLMs|Python|Research,Mathematics,152,Q1 2026,42,98
Product Analyst,Tech Mahindra,Pune,Mid (3-5 yrs),MSc,895294,9.0,Power BI|Python|Excel|A/B Testing,Power BI,56,Q2 2026,20,85
AI/ML Researcher,Google India,Bangalore,Fresher (0-1 yr),B.Tech,724411,7.2,Research|PyTorch|Mathematics,Research,180,Q4 2025,42,98
AI/ML Researcher,Mu Sigma,Pune,Fresher (0-1 yr),MSc,715183,7.2,LLMs|PyTorch|Mathematics,LLMs,143,Q1 2026,42,98
AI/ML Researcher,Infosys,Bangalore,Fresher (0-1 yr),B.Tech,721259,7.2,Research|Generative AI|Mathematics,Research,178,Q4 2025,42,98
AI/ML Researcher,Tech Mahindra,Gurgaon,Senior (5+ yrs),MSc,2000169,20.0,PyTorch|Research|LLMs|Generative AI|Deep Learning,PyTorch,44,Q2 2026,42,98
BI Developer,Cognizant,Gurgaon,Junior (1-3 yrs),BSc,555792,5.6,SSRS|Excel|Tableau|Power BI,SSRS,131,Q1 2026,15,80
Product Analyst,Tech Mahindra,Hyderabad,Fresher (0-1 yr),BCA,393289,3.9,A/B Testing|Excel|Google Analytics|SQL|Python,A/B Testing,168,Q1 2026,20,85
Data Engineer,Wipro,Noida,Junior (1-3 yrs),B.Tech,679683,6.8,SQL|Kafka|ETL|Spark,SQL,147,Q1 2026,30,93
QA Engineer,Swiggy,Hyderabad,Mid (3-5 yrs),BCA,595440,6.0,API Testing|JIRA|Manual Testing|Selenium|SQL,API Testing,83,Q1 2026,10,72
Data Engineer,Paytm,Mumbai,Junior (1-3 yrs),MSc,917181,9.2,Airflow|Kafka|AWS|SQL,Airflow,0,Q2 2026,30,93
BI Developer,Swiggy,Noida,Fresher (0-1 yr),M.Tech,432203,4.3,Power BI|Excel|Azure,Power BI,146,Q1 2026,15,80
BI Developer,Google India,Hyderabad,Junior (1-3 yrs),B.Tech,514682,5.1,Tableau|DAX|SSRS,Tableau,81,Q1 2026,15,80
Product Analyst,Flipkart,Mumbai,Senior (5+ yrs),MBA,1574987,15.7,Excel|A/B Testing|Google Analytics|Power BI,Excel,83,Q1 2026,20,85
Product Analyst,Razorpay,Hyderabad,Junior (1-3 yrs),MCA,676757,6.8,Google Analytics|Mixpanel|Power BI|SQL,Google Analytics,1,Q2 2026,20,85
Data Analyst,Amazon India,Hyderabad,Junior (1-3 yrs),MSc,521347,5.2,R|Statistics|Python|Power BI,R,174,Q4 2025,22,92
Data Analyst,Google India,Bangalore,Junior (1-3 yrs),MBA,524387,5.2,Python|R|Power BI,Python,77,Q2 2026,22,92
Data Scientist,PhonePe,Mumbai,Mid (3-5 yrs),MBA,1178488,11.8,Statistics|Scikit-learn|Machine Learning,Statistics,51,Q2 2026,28,95
Data Engineer,Flipkart,Gurgaon,Fresher (0-1 yr),MSc,570808,5.7,Kafka|Hadoop|Airflow,Kafka,10,Q2 2026,30,93
Product Analyst,IBM India,Hyderabad,Junior (1-3 yrs),B.Tech,719069,7.2,Power BI|Mixpanel|Python|A/B Testing|Excel,Power BI,164,Q1 2026,20,85
ML Engineer,Genpact,Bangalore,Mid (3-5 yrs),BSc,1207236,12.1,MLOps|Python|Docker,MLOps,71,Q2 2026,35,96
Product Analyst,Fractal Analytics,Bangalore,Junior (1-3 yrs),BCA,628270,6.3,Excel|SQL|A/B Testing|Google Analytics,Excel,152,Q1 2026,20,85
ML Engineer,WNS Global,Noida,Senior (5+ yrs),M.Tech,1605181,16.1,Docker|PyTorch|TensorFlow,Docker,142,Q1 2026,35,96
Data Scientist,Google India,Bangalore,Mid (3-5 yrs),BCA,1145690,11.5,TensorFlow|Statistics|Python,TensorFlow,118,Q1 2026,28,95
Data Scientist,Google India,Mumbai,Mid (3-5 yrs),M.Tech,1070569,10.7,Python|TensorFlow|Statistics|SQL,Python,163,Q1 2026,28,95
QA Engineer,Capgemini,Bangalore,Mid (3-5 yrs),MBA,695805,7.0,Git|SQL|API Testing|Selenium|Manual Testing,Git,168,Q1 2026,10,72
AI/ML Researcher,Tiger Analytics,Bangalore,Mid (3-5 yrs),MBA,1860289,18.6,Research|Python|Deep Learning,Research,23,Q2 2026,42,98
Python Developer,EXL Service,Pune,Fresher (0-1 yr),BCA,506759,5.1,Python|REST APIs|Django|FastAPI,Python,39,Q2 2026,24,89
Data Analyst,LatentView,Bangalore,Junior (1-3 yrs),M.Tech,593087,5.9,Power BI|Statistics|Excel|Tableau,Power BI,92,Q1 2026,22,92
QA Engineer,HCL Technologies,Chennai,Mid (3-5 yrs),B.Tech,685063,6.9,Manual Testing|SQL|JIRA|Python|Selenium,Manual Testing,0,Q2 2026,10,72
Data Engineer,Tech Mahindra,Mumbai,Mid (3-5 yrs),MBA,1071481,10.7,Hadoop|Kafka|AWS|Spark|Python,Hadoop,146,Q1 2026,30,93
ML Engineer,EXL Service,Bangalore,Fresher (0-1 yr),M.Tech,707405,7.1,Kubernetes|CI/CD|Docker,Kubernetes,96,Q1 2026,35,96
Product Analyst,Cognizant,Mumbai,Junior (1-3 yrs),MSc,637741,6.4,Power BI|A/B Testing|Python|SQL,Power BI,113,Q1 2026,20,85
Business Analyst,Google India,Bangalore,Fresher (0-1 yr),BCA,489175,4.9,Stakeholder Management|Tableau|SQL,Stakeholder Management,95,Q1 2026,18,87
Data Analyst,Hexaware,Noida,Mid (3-5 yrs),B.Tech,810103,8.1,Statistics|R|Python|Power BI,Statistics,37,Q2 2026,22,92
BI Developer,WNS Global,Noida,Junior (1-3 yrs),MBA,564570,5.6,Excel|Azure|SSRS|Power BI,Excel,107,Q1 2026,15,80
AI/ML Researcher,Swiggy,Bangalore,Mid (3-5 yrs),MCA,1603773,16.0,Generative AI|Python|Mathematics|Research|PyTorch,Generative AI,43,Q2 2026,42,98
Data Scientist,PhonePe,Mumbai,Fresher (0-1 yr),BSc,618854,6.2,PyTorch|Scikit-learn|Statistics|TensorFlow,PyTorch,160,Q1 2026,28,95
QA Engineer,Hexaware,Bangalore,Junior (1-3 yrs),MSc,476516,4.8,Manual Testing|API Testing|JIRA|SQL,Manual Testing,18,Q2 2026,10,72
QA Engineer,Razorpay,Hyderabad,Junior (1-3 yrs),MCA,565654,5.7,API Testing|Selenium|Git|SQL|Python,API Testing,53,Q2 2026,10,72
ML Engineer,PhonePe,Bangalore,Fresher (0-1 yr),M.Tech,713894,7.1,Python|Docker|AWS|PyTorch|Kubernetes,Python,130,Q1 2026,35,96
AI/ML Researcher,Mu Sigma,Mumbai,Junior (1-3 yrs),M.Tech,1152319,11.5,Deep Learning|PyTorch|LLMs|Generative AI|Mathematics,Deep Learning,52,Q2 2026,42,98
Data Engineer,Infosys,Noida,Mid (3-5 yrs),M.Tech,1014327,10.1,Spark|SQL|AWS,Spark,102,Q1 2026,30,93
QA Engineer,Mu Sigma,Bangalore,Mid (3-5 yrs),BCA,784086,7.8,SQL|JIRA|Selenium,SQL,140,Q1 2026,10,72
BI Developer,Tech Mahindra,Pune,Senior (5+ yrs),BSc,930516,9.3,Excel|SSRS|Tableau|Power BI|DAX,Excel,34,Q2 2026,15,80
BI Developer,WNS Global,Bangalore,Junior (1-3 yrs),M.Tech,701261,7.0,SSRS|Excel|Power BI|Azure,SSRS,12,Q2 2026,15,80
ML Engineer,Razorpay,Bangalore,Mid (3-5 yrs),BCA,1300601,13.0,PyTorch|MLOps|Docker|Kubernetes|TensorFlow,PyTorch,57,Q2 2026,35,96
Data Scientist,Fractal Analytics,Mumbai,Senior (5+ yrs),M.Tech,1781536,17.8,TensorFlow|Deep Learning|SQL|Python|Machine Learning,TensorFlow,80,Q1 2026,28,95
Data Analyst,Swiggy,Hyderabad,Junior (1-3 yrs),M.Tech,621286,6.2,R|Tableau|Python|Statistics|Excel,R,90,Q1 2026,22,92
QA Engineer,Razorpay,Bangalore,Junior (1-3 yrs),BSc,603707,6.0,Git|Python|SQL,Git,25,Q2 2026,10,72
Python Developer,TCS,Bangalore,Mid (3-5 yrs),MSc,1055895,10.6,AWS|Docker|Python|FastAPI,AWS,32,Q2 2026,24,89
QA Engineer,Paytm,Hyderabad,Mid (3-5 yrs),BSc,691376,6.9,API Testing|JIRA|SQL,API Testing,67,Q2 2026,10,72
Data Analyst,CRED,Hyderabad,Junior (1-3 yrs),B.Tech,491403,4.9,Power BI|SQL|R,Power BI,123,Q1 2026,22,92
AI/ML Researcher,Tiger Analytics,Pune,Fresher (0-1 yr),MCA,785744,7.9,Research|LLMs|Python,Research,50,Q2 2026,42,98
ML Engineer,HCL Technologies,Kolkata,Junior (1-3 yrs),MSc,731802,7.3,TensorFlow|Kubernetes|Python|Docker,TensorFlow,163,Q1 2026,35,96
ML Engineer,Paytm,Gurgaon,Junior (1-3 yrs),B.Tech,900982,9.0,MLOps|Kubernetes|PyTorch,MLOps,160,Q1 2026,35,96
Data Scientist,Deloitte,Hyderabad,Junior (1-3 yrs),M.Tech,757697,7.6,TensorFlow|Python|Machine Learning|SQL|Deep Learning,TensorFlow,76,Q2 2026,28,95
BI Developer,Accenture,Bangalore,Senior (5+ yrs),BCA,1119032,11.2,Tableau|SQL|Azure|SSRS,Tableau,30,Q2 2026,15,80
Python Developer,Microsoft India,Chennai,Junior (1-3 yrs),MCA,630219,6.3,FastAPI|Docker|REST APIs|Django|Python,FastAPI,130,Q1 2026,24,89
Python Developer,LatentView,Pune,Fresher (0-1 yr),B.Tech,374719,3.7,Django|FastAPI|SQL,Django,94,Q1 2026,24,89
AI/ML Researcher,Mu Sigma,Pune,Fresher (0-1 yr),MSc,779196,7.8,Deep Learning|Mathematics|LLMs,Deep Learning,23,Q2 2026,42,98
Python Developer,Microsoft India,Kolkata,Fresher (0-1 yr),MBA,372159,3.7,SQL|AWS|Django|Git|REST APIs,SQL,99,Q1 2026,24,89
Data Analyst,Accenture,Hyderabad,Junior (1-3 yrs),MSc,464125,4.6,R|Excel|Power BI|Tableau,R,45,Q2 2026,22,92
